C
B0#Pd,B1#Pd,B2#Pd,B0#Qd,B1#Qd,B2#Qd,B0#V,B1#V,B2#V,B0#Pg,B1#Pg,B0#Qg,B1#Qg,totPd,totQd,totPg,totQg
Time,Item,Value
36200,1,10.760197
,2,4.527373
,D,15.28757
36210,1,10.759775
,2,4.526741
,D,15.286516
36220,1,10.759357
,2,4.526114
,D,15.28547
36230,1,10.758942
,2,4.52549
,D,15.284432
36240,1,10.75853
,2,4.524871
,D,15.283401
36250,1,10.758121
,2,4.524256
,D,15.282377
36260,1,11.027715
,2,4.523645
,D,15.55136
36270,1,11.027312
,2,4.523038
,D,15.55035
36280,1,11.026912
,2,4.522436
,D,15.549348
36290,1,11.026515
,2,4.521837
,D,15.548352
36300,1,11.026121
,2,4.521242
,D,15.547364
36310,1,11.025602
,2,4.520652
,7,9.996703
,8,9.996445
,9,9.349942
,A,10.105956
,D,15.546254
,F,19.455898
36320,1,11.024821
,2,4.520065
,D,15.544886
36330,1,11.024045
,2,4.519482
,D,15.543528
36340,1,11.023275
,2,4.518904
,D,15.542179
36350,1,11.02251
,2,4.518329
,D,15.540839
36360,1,11.02175
,2,4.517758
,D,15.539508
36370,1,11.020996
,2,4.51719
,D,15.538186
36380,1,11.020247
,2,4.516627
,D,15.536874
36390,1,11.019503
,2,4.516067
,D,15.53557
36400,1,11.018764
,2,4.515511
,D,15.534275
36410,1,11.01803
,2,4.514959
,D,15.532989
36420,1,11.017301
,2,4.51441
,D,15.531711
36430,1,11.016577
,2,4.513866
,D,15.530442
36440,1,11.015858
,2,4.513324
,D,15.529182
36450,1,11.015144
,2,4.512787
,D,15.527931
36460,1,11.014435
,2,4.512253
,D,15.526688
36470,1,11.013731
,2,4.511722
,D,15.525453
36480,1,11.013031
,2,4.511195
,D,15.524227
36490,1,11.012337
,2,4.510672
,D,15.523009
36500,1,11.011647
,2,4.510152
,D,15.521799
36510,1,11.010962
,2,4.509636
,D,15.520598
36520,1,11.010281
,2,4.509123
,D,15.519404
36530,1,11.009606
,2,4.508614
,D,15.518219
36540,1,11.008934
,2,4.508107
,D,15.517042
36550,1,11.008268
,2,4.507605
,D,15.515873
36560,1,11.007606
,2,4.507105
,D,15.514711
36570,1,11.006949
,2,4.506609
,D,15.513558
36580,1,11.006296
,2,4.506117
,D,15.512413
36590,1,11.005648
,2,4.505627
,D,15.511275
36600,1,11.005004
,2,4.505141
,D,15.510145
36610,1,11.004364
,2,4.504658
,7,9.996707
,8,9.996454
,9,9.32925
,A,10.089393
,D,15.509022
,F,19.418643
36620,1,11.003729
,2,4.504178
,D,15.507907
36630,1,11.003098
,2,4.503319
,D,15.506417
36640,1,11.002472
,2,4.502414
,D,15.504886
36650,1,11.00185
,2,4.501516
,D,15.503365
36660,1,11.001232
,2,4.500624
,D,15.501856
36670,1,11.000618
,2,4.499739
,D,15.500357
36680,1,11.000009
,2,4.49886
,D,15.498869
36690,1,10.999403
,2,4.497988
,D,15.497391
36700,1,10.998802
,2,4.497122
,D,15.495924
36710,1,10.998205
,2,4.496262
,D,15.494468
36720,1,10.997613
,2,4.495409
,D,15.493021
36730,1,10.997024
,2,4.494562
,D,15.491586
36740,1,10.996439
,2,4.493721
,D,15.49016
36750,1,10.995858
,2,4.492886
,D,15.488744
36760,1,10.995281
,2,4.492058
,D,15.487339
36770,1,10.994709
,2,4.491235
,D,15.485944
36780,1,10.993731
,2,4.490419
,D,15.484149
36790,1,10.962065
,2,4.489608
,D,15.451673
36800,1,11.009494
,2,4.488803
,D,15.498298
36810,1,11.008543
,2,4.488005
,D,15.496548
36820,1,11.007599
,2,4.487212
,D,15.494811
36830,1,11.006662
,2,4.482944
,D,15.489606
36840,1,11.005731
,2,4.539669
,D,15.5454
36850,1,11.004807
,2,4.539163
,D,15.54397
36860,1,11.003889
,2,4.538661
,D,15.54255
36870,1,11.002978
,2,4.538163
,D,15.541141
36880,1,11.002074
,2,4.537667
,D,15.539741
36890,1,11.001176
,2,4.537176
,D,15.538352
36900,1,11.000284
,2,4.536688
,D,15.536972
36910,1,10.999399
,2,4.536204
,7,9.99672
,8,9.996435
,9,9.344198
,A,10.101285
,D,15.535602
,F,19.445483
36920,1,10.99852
,2,4.535723
,D,15.534242
36930,1,10.997647
,2,4.535245
,D,15.532892
36940,1,10.99678
,2,4.534771
,D,15.531551
36950,1,10.99592
,2,4.5343
,D,15.53022
36960,1,10.995066
,2,4.533833
,D,15.528899
36970,1,10.994217
,2,4.533369
,D,15.527586
36980,1,10.993375
,2,4.532908
,D,15.526284
36990,1,10.992539
,2,4.532451
,D,15.52499
37000,1,10.991709
,2,4.531615
,D,15.523324
37010,1,10.990884
,2,4.530733
,D,15.521617
37020,1,10.990066
,2,4.529857
,D,15.519923
37030,1,10.989253
,2,4.528988
,D,15.518242
37040,1,10.988446
,2,4.528126
,D,15.516572
37050,1,10.987645
,2,4.52727
,D,15.514915
37060,1,10.98685
,2,4.52642
,D,15.51327
37070,1,10.98606
,2,4.525577
,D,15.511637
37080,1,10.985276
,2,4.524741
,D,15.510017
37090,1,10.984497
,2,4.52391
,D,15.508408
37100,1,10.983724
,2,4.523086
,D,15.506811
37110,1,10.982957
,2,4.522269
,D,15.505226
37120,1,10.982195
,2,4.521457
,D,15.503652
37130,1,10.981438
,2,4.520652
,D,15.50209
37140,1,10.980687
,2,4.519853
,D,15.500539
37150,1,10.979941
,2,4.519059
,D,15.499
37160,1,10.978785
,2,4.518272
,D,15.497057
37170,1,10.977175
,2,4.517491
,D,15.494666
37180,1,10.975578
,2,4.516716
,D,15.492294
37190,1,10.973614
,2,4.513456
,D,15.48707
37200,1,10.971373
,2,4.510029
,D,15.481402
37210,1,10.96915
,2,4.506649
,7,9.996724
,8,9.996451
,9,9.313299
,A,10.076562
,D,15.475799
,F,19.38986
37220,1,10.966945
,2,4.503313
,D,15.470259
37230,1,10.964759
,2,4.500022
,D,15.464781
37240,1,10.96259
,2,4.496775
,D,15.459366
37250,1,10.960439
,2,4.493571
,D,15.454011
37260,1,10.958306
,2,4.49041
,D,15.448716
37270,1,10.956191
,2,4.487291
,D,15.443482
37280,1,10.954064
,2,4.484213
,D,15.438276
37290,1,10.951714
,2,4.481175
,D,15.432889
37300,1,10.949382
,2,4.478179
,D,15.427561
37310,1,10.947069
,2,4.475221
,D,15.422291
37320,1,10.944774
,2,4.472303
,D,15.417078
37330,1,10.942497
,2,4.469424
,D,15.411921
37340,1,10.940238
,2,4.466582
,D,15.406821
37350,1,10.937997
,2,4.463778
,D,15.401775
37360,1,10.935773
,2,4.461011
,D,15.396785
37370,1,10.933567
,2,4.458281
,D,15.391848
37380,1,10.931378
,2,4.454378
,D,15.385756
37390,1,10.929206
,2,4.611333
,D,15.540539
37400,1,10.927051
,2,4.608817
,D,15.535868
37410,1,10.924912
,2,4.606334
,D,15.531247
37420,1,10.922791
,2,4.603885
,D,15.526676
37430,1,10.920686
,2,4.601469
,D,15.522155
37440,1,10.918598
,2,4.599085
,D,15.517683
37450,1,10.916526
,2,4.596734
,D,15.51326
37460,1,10.91447
,2,4.594414
,D,15.508884
37470,1,10.91243
,2,4.592125
,D,15.504555
37480,1,10.910406
,2,4.589867
,D,15.500273
37490,1,10.908398
,2,4.587639
,D,15.496037
37500,1,10.906405
,2,4.585442
,D,15.491847
37510,1,10.904428
,2,4.583273
,7,9.996779
,8,9.996406
,9,9.319223
,A,10.081047
,D,15.487702
,F,19.40027
37520,1,10.902467
,2,4.581134
,D,15.483601
37530,1,10.90052
,2,4.579023
,D,15.479544
37540,1,10.898589
,2,4.576941
,D,15.47553
37550,1,10.896673
,2,4.574886
,D,15.471559
37560,1,10.894772
,2,4.572731
,D,15.467504
37570,1,10.892886
,2,4.570338
,D,15.463224
37580,1,10.891014
,2,4.567974
,D,15.458988
37590,1,10.88691
,2,4.565639
,D,15.452549
37600,1,10.882401
,2,4.563332
,D,15.445734
37610,1,10.877947
,2,4.561053
,D,15.439
37620,1,10.873546
,2,4.558802
,D,15.432348
37630,1,10.869197
,2,4.556578
,D,15.425775
37640,1,10.864901
,2,4.554381
,D,15.419282
37650,1,10.860657
,2,4.55221
,D,15.412867
37660,1,10.856463
,2,4.550066
,D,15.406529
37670,1,10.85232
,2,4.547947
,D,15.400267
37680,1,10.848226
,2,4.545854
,D,15.39408
37690,1,10.844181
,2,4.543786
,D,15.387967
37700,1,10.840184
,2,4.541743
,D,15.381927
37710,1,10.836234
,2,4.539178
,D,15.375412
37720,1,10.832332
,2,4.536513
,D,15.368845
37730,1,10.828476
,2,4.533876
,D,15.362352
37740,1,10.824666
,2,4.531268
,D,15.355934
37750,1,10.820901
,2,4.517523
,D,15.338423
37760,1,10.812687
,2,4.558626
,D,15.371313
37770,1,10.842332
,2,4.556275
,D,15.398606
37780,1,10.838856
,2,4.532583
,D,15.371439
37790,1,10.835422
,2,4.54297
,D,15.378391
37800,1,10.832029
,2,4.54177
,D,15.373799
37810,1,10.828677
,2,4.540579
,7,9.996797
,8,9.996432
,9,9.253604
,A,10.028497
,D,15.369256
,F,19.282101
37820,1,10.825366
,2,4.539396
,D,15.364762
37830,1,10.822094
,2,4.538222
,D,15.360316
37840,1,10.818861
,2,4.537057
,D,15.355918
37850,1,10.815667
,2,4.5359
,D,15.351567
37860,1,10.812511
,2,4.534751
,D,15.347262
37870,1,10.809393
,2,4.533611
,D,15.343004
37880,1,10.806312
,2,4.532479
,D,15.338791
37890,1,10.803267
,2,4.531355
,D,15.334623
37900,1,10.800259
,2,4.53024
,D,15.330499
37910,1,10.797287
,2,4.529132
,D,15.326419
37920,1,10.79435
,2,4.528033
,D,15.322382
37930,1,10.791447
,2,4.526941
,D,15.318388
37940,1,10.788579
,2,4.525857
,D,15.314437
37950,1,10.785745
,2,4.524782
,D,15.310527
37960,1,10.782945
,2,4.523714
,D,15.306658
37970,1,10.780177
,2,4.522653
,D,15.30283
37980,1,10.777393
,2,4.521601
,D,15.298993
37990,1,10.742157
,2,4.520556
,D,15.262713
38000,1,10.798394
,2,4.519518
,D,15.317913
38010,1,10.795596
,2,4.518489
,D,15.314084
38020,1,10.792829
,2,4.517466
,D,15.310295
38030,1,10.790095
,2,4.516451
,D,15.306546
38040,1,10.787392
,2,4.515443
,D,15.302835
38050,1,10.78433
,2,4.514443
,D,15.298773
38060,1,10.780814
,2,4.51345
,D,15.294264
38070,1,10.777337
,2,4.512464
,D,15.289801
38080,1,10.770204
,2,4.511485
,D,15.281689
38090,1,10.734534
,2,4.510513
,D,15.245047
38100,1,10.731522
,2,4.509549
,D,15.24107
38110,1,10.728543
,2,4.508591
,7,9.99683
,8,9.996452
,9,9.179852
,A,9.969375
,D,15.237134
,F,19.149227
38120,1,10.725598
,2,4.496555
,D,15.222154
38130,1,10.722686
,2,4.665185
,D,15.387872
38140,1,10.719806
,2,4.664422
,D,15.384228
38150,1,10.716959
,2,4.663663
,D,15.380622
38160,1,10.714143
,2,4.66291
,D,15.377053
38170,1,10.711358
,2,4.662162
,D,15.37352
38180,1,10.693812
,2,4.661419
,D,15.355231
38190,1,10.634103
,2,4.660682
,D,15.294785
38200,1,10.632486
,2,4.65995
,D,15.292436
38210,1,10.630883
,2,4.659223
,D,15.290106
38220,1,10.629294
,2,4.658501
,D,15.287795
38230,1,10.627718
,2,4.657784
,D,15.285502
38240,1,10.626155
,2,4.657072
,D,15.283227
38250,1,10.624605
,2,4.656366
,D,15.280971
38260,1,10.623069
,2,4.655664
,D,15.278732
38270,1,10.621545
,2,4.654967
,D,15.276512
38280,1,10.620034
,2,4.654275
,D,15.274309
38290,1,10.618536
,2,4.653588
,D,15.272124
38300,1,10.61705
,2,4.652906
,D,15.269956
38310,1,10.615577
,2,4.652229
,D,15.267806
38320,1,10.614117
,2,4.651556
,D,15.265673
38330,1,10.612668
,2,4.650888
,D,15.263556
38340,1,10.611232
,2,4.650225
,D,15.261457
38350,1,10.609808
,2,4.649566
,D,15.259374
38360,1,10.608396
,2,4.648913
,D,15.257308
38370,1,10.606995
,2,4.648263
,D,15.255259
38380,1,10.695607
,2,4.647619
,D,15.343225
38390,1,10.75723
,2,4.646979
,D,15.404208
38400,1,10.725241
,2,4.646343
,D,15.371584
38410,1,10.71874
,2,4.645712
,7,9.996881
,8,9.99637
,9,9.252549
,A,10.027276
,D,15.364452
,F,19.279825
38420,1,10.717666
,2,4.645085
,D,15.362751
38430,1,10.7166
,2,4.644463
,D,15.361063
38440,1,10.715544
,2,4.643845
,D,15.359389
38450,1,10.714497
,2,4.642875
,D,15.357373
38460,1,10.71346
,2,4.641874
,D,15.355334
38470,1,10.71243
,2,4.64088
,D,15.353311
38480,1,10.71141
,2,4.639893
,D,15.351303
38490,1,10.710399
,2,4.638912
,D,15.349311
38500,1,10.709396
,2,4.637753
,D,15.347149
38510,1,10.708402
,2,4.636393
,D,15.344795
38520,1,10.707416
,2,4.635042
,D,15.342458
38530,1,10.706439
,2,4.633699
,D,15.340138
38540,1,10.70547
,2,4.632366
,D,15.337836
38550,1,10.70451
,2,4.631041
,D,15.335551
38560,1,10.703557
,2,4.629725
,D,15.333283
38570,1,10.702613
,2,4.628418
,D,15.331031
38580,1,10.701677
,2,4.624625
,D,15.326302
38590,1,10.700749
,2,4.620673
,D,15.321422
38600,1,10.789829
,2,4.616768
,D,15.406597
38610,1,10.788917
,2,4.612912
,D,15.401829
38620,1,10.788012
,2,4.609103
,D,15.397115
38630,1,10.787115
,2,4.60534
,D,15.392455
38640,1,10.786226
,2,4.601623
,D,15.387849
38650,1,10.785345
,2,4.597951
,D,15.383296
38660,1,10.784471
,2,4.594324
,D,15.378795
38670,1,10.783604
,2,4.590741
,D,15.374345
38680,1,10.782745
,2,4.587202
,D,15.369946
38690,1,10.781893
,2,4.583261
,D,15.365153
38700,1,10.781048
,2,4.578932
,D,15.35998
38710,1,10.780211
,2,4.574653
,7,9.996833
,8,9.99641
,9,9.245993
,A,10.02225
,D,15.354864
,F,19.268243
38720,1,10.779381
,2,4.570424
,D,15.349804
38730,1,10.778557
,2,4.566244
,D,15.344801
38740,1,10.777741
,2,4.562112
,D,15.339853
38750,1,10.776932
,2,4.558028
,D,15.33496
38760,1,10.77613
,2,4.553991
,D,15.330121
38770,1,10.775334
,2,4.550001
,D,15.325335
38780,1,10.774545
,2,4.546056
,D,15.320601
38790,1,10.773763
,2,4.542157
,D,15.31592
38800,1,10.772988
,2,4.538303
,D,15.31129
38810,1,10.772219
,2,4.534493
,D,15.306712
38820,1,10.771456
,2,4.530726
,D,15.302183
38830,1,10.7707
,2,4.527003
,D,15.297704
38840,1,10.769951
,2,4.523322
,D,15.293273
38850,1,10.769208
,2,4.519684
,D,15.288891
38860,1,10.768471
,2,4.516086
,D,15.284557
38870,1,10.76774
,2,4.51253
,D,15.28027
38880,1,10.767016
,2,4.509014
,D,15.27603
38890,1,10.766298
,2,4.505538
,D,15.271836
38900,1,10.765585
,2,4.502102
,D,15.267687
38910,1,10.764879
,2,4.495271
,D,15.26015
38920,1,10.764179
,2,4.513371
,D,15.27755
38930,1,10.763485
,2,4.510319
,D,15.273804
38940,1,10.762796
,2,4.507036
,D,15.269832
38950,1,10.762114
,2,4.503663
,D,15.265777
38960,1,10.761437
,2,4.500327
,D,15.261764
38970,1,10.758099
,2,4.497028
,D,15.255127
38980,1,10.904126
,2,4.493764
,D,15.39789
38990,1,10.903818
,2,4.490537
,D,15.394354
39000,1,10.903511
,2,4.487344
,D,15.390855
39010,1,10.903207
,2,4.479776
,7,9.996746
,8,9.996465
,9,9.262985
,A,10.036228
,D,15.382983
,F,19.299213
39020,1,10.902905
,2,4.545891
,D,15.448795
39030,1,10.902604
,2,4.542959
,D,15.445563
39040,1,10.902007
,2,4.540059
,D,15.442066
39050,1,10.901319
,2,4.537192
,D,15.438511
39060,1,10.900636
,2,4.534356
,D,15.434992
39070,1,10.899957
,2,4.531552
,D,15.431508
39080,1,10.899282
,2,4.528778
,D,15.428061
39090,1,10.898612
,2,4.526035
,D,15.424648
39100,1,10.897946
,2,4.523323
,D,15.421269
39110,1,10.866001
,2,4.52064
,D,15.386641
39120,1,10.853633
,2,4.517987
,D,15.37162
39130,1,10.853261
,2,4.515362
,D,15.368623
39140,1,10.85289
,2,4.512767
,D,15.365657
39150,1,10.852522
,2,4.510199
,D,15.362722
39160,1,10.852156
,2,4.50766
,D,15.359817
39170,1,10.851793
,2,4.483693
,D,15.335486
39180,1,10.851432
,2,4.484986
,D,15.336418
39190,1,10.851073
,2,4.483604
,D,15.334677
39200,1,10.850716
,2,4.482233
,D,15.332949
39210,1,10.850362
,2,4.480871
,D,15.331233
39220,1,10.850009
,2,4.479521
,D,15.32953
39230,1,10.849659
,2,4.47818
,D,15.32784
39240,1,10.849311
,2,4.47685
,D,15.326162
39250,1,10.848966
,2,4.47553
,D,15.324496
39260,1,10.848622
,2,4.47422
,D,15.322842
39270,1,10.848281
,2,4.47292
,D,15.321201
39280,1,10.847942
,2,4.47163
,D,15.319571
39290,1,10.847604
,2,4.470349
,D,15.317954
39300,1,10.847269
,2,4.469079
,D,15.316348
39310,1,10.846936
,2,4.467818
,7,9.996764
,8,9.996476
,9,9.221585
,A,10.003039
,D,15.314754
,F,19.224624
39320,1,10.846606
,2,4.466566
,D,15.313172
39330,1,10.846277
,2,4.465324
,D,15.311601
39340,1,10.84595
,2,4.464092
,D,15.310042
39350,1,10.845625
,2,4.462869
,D,15.308494
39360,1,10.845303
,2,4.45916
,D,15.304463
39370,1,10.844982
,2,4.455293
,D,15.300275
39380,1,10.844663
,2,4.451475
,D,15.296138
39390,1,10.844347
,2,4.447705
,D,15.292052
39400,1,10.844032
,2,4.443983
,D,15.288015
39410,1,10.843719
,2,4.440308
,D,15.284027
39420,1,10.843409
,2,4.436679
,D,15.280088
39430,1,10.8431
,2,4.433096
,D,15.276196
39440,1,10.842793
,2,4.429558
,D,15.272352
39450,1,10.842488
,2,4.426065
,D,15.268554
39460,1,10.842185
,2,4.422616
,D,15.264801
39470,1,10.841884
,2,4.41921
,D,15.261094
39480,1,10.841585
,2,4.415847
,D,15.257432
39490,1,10.841287
,2,4.412527
,D,15.253814
39500,1,10.840992
,2,4.409247
,D,15.250239
39510,1,10.840698
,2,4.406009
,D,15.246707
39520,1,10.840406
,2,4.402811
,D,15.243217
39530,1,10.840116
,2,4.399654
,D,15.23977
39540,1,10.839828
,2,4.396535
,D,15.236363
39550,1,10.839541
,2,4.393456
,D,15.232997
39560,1,10.839257
,2,4.390414
,D,15.229671
39570,1,10.838974
,2,4.387411
,D,15.226385
39580,1,10.838693
,2,4.384445
,D,15.223138
39590,1,10.838414
,2,4.381516
,D,15.219929
39600,1,10.838136
,2,4.378623
,D,15.216758
39610,1,10.83786
,2,4.370879
,7,9.996736
,8,9.99653
,9,9.166142
,A,9.958829
,D,15.208739
,F,19.12497
39620,1,10.837586
,2,4.516991
,D,15.354577
39630,1,10.837314
,2,4.514555
,D,15.351869
39640,1,10.837043
,2,4.51215
,D,15.349193
39650,1,10.836774
,2,4.509776
,D,15.34655
39660,1,10.836506
,2,4.507431
,D,15.343938
39670,1,10.836241
,2,4.505117
,D,15.341358
39680,1,10.835977
,2,4.502831
,D,15.338808
39690,1,10.835714
,2,4.500575
,D,15.336289
39700,1,10.835454
,2,4.498347
,D,15.333801
39710,1,10.835195
,2,4.496147
,D,15.331341
39720,1,10.834937
,2,4.493974
,D,15.328912
39730,1,10.834681
,2,4.491829
,D,15.326511
39740,1,10.834427
,2,4.489711
,D,15.324138
39750,1,10.834174
,2,4.48762
,D,15.321794
39760,1,10.833923
,2,4.485555
,D,15.319478
39770,1,10.833674
,2,4.483515
,D,15.317189
39780,1,10.833426
,2,4.481501
,D,15.314927
39790,1,10.833179
,2,4.479512
,D,15.312692
39800,1,10.832935
,2,4.477548
,D,15.310483
39810,1,10.832691
,2,4.475608
,D,15.3083
39820,1,10.832449
,2,4.473693
,D,15.306142
39830,1,10.832209
,2,4.471801
,D,15.30401
39840,1,10.83197
,2,4.469933
,D,15.301903
39850,1,10.831733
,2,4.468087
,D,15.29982
39860,1,10.831497
,2,4.466265
,D,15.297762
39870,1,10.831263
,2,4.464465
,D,15.295728
39880,1,10.83103
,2,4.462687
,D,15.293717
39890,1,10.830798
,2,4.460931
,D,15.29173
39900,1,10.830568
,2,4.440127
,D,15.270695
39910,1,10.83034
,2,4.495403
,7,9.996761
,8,9.996493
,9,9.196189
,A,9.982744
,D,15.325743
,F,19.178933
39920,1,10.830113
,2,4.493868
,D,15.323981
39930,1,10.829887
,2,4.492353
,D,15.32224
39940,1,10.829539
,2,4.490857
,D,15.320396
39950,1,10.828882
,2,4.459783
,D,15.288665
39960,1,10.828231
,2,4.391095
,D,15.219326
39970,1,10.827584
,2,4.390888
,D,15.218472
39980,1,10.826942
,2,4.390683
,D,15.217624
39990,1,10.826305
,2,4.390478
,D,15.216783
40000,1,10.825672
,2,4.390275
,D,15.215947
40010,1,10.825044
,2,4.390074
,D,15.215118
40020,1,10.824421
,2,4.389873
,D,15.214294
40030,1,10.823802
,2,4.389674
,D,15.213476
40040,1,10.823189
,2,4.389476
,D,15.212665
40050,1,10.822579
,2,4.389279
,D,15.211858
40060,1,10.821974
,2,4.389084
,D,15.211058
40070,1,10.821374
,2,4.38889
,D,15.210263
40080,1,10.820778
,2,4.38839
,D,15.209168
40090,1,10.820187
,2,4.387766
,D,15.207953
40100,1,10.819599
,2,4.387147
,D,15.206746
40110,1,10.819017
,2,4.386532
,D,15.205549
40120,1,10.818438
,2,4.385922
,D,15.20436
40130,1,10.817864
,2,4.385316
,D,15.203181
40140,1,10.817294
,2,4.384715
,D,15.20201
40150,1,10.816729
,2,4.384119
,D,15.200848
40160,1,10.816167
,2,4.383527
,D,15.199694
40170,1,10.81561
,2,4.382939
,D,15.198549
40180,1,10.815057
,2,4.382356
,D,15.197413
40190,1,10.814508
,2,4.381777
,D,15.196285
40200,1,10.813963
,2,4.381202
,D,15.195166
40210,1,10.813422
,2,4.380632
,7,9.996748
,8,9.996529
,9,9.154156
,A,9.949192
,D,15.194055
,F,19.103348
40220,1,10.812886
,2,4.380066
,D,15.192952
40230,1,10.812353
,2,4.379504
,D,15.191857
40240,1,10.811824
,2,4.378947
,D,15.190771
40250,1,10.811299
,2,4.432394
,D,15.243692
40260,1,10.810778
,2,4.431844
,D,15.242622
40270,1,10.81026
,2,4.431299
,D,15.24156
40280,1,10.809747
,2,4.430758
,D,15.240505
40290,1,10.809237
,2,4.430221
,D,15.239459
40300,1,10.808732
,2,4.429688
,D,15.23842
40310,1,10.808229
,2,4.429159
,D,15.237389
40320,1,10.807731
,2,4.428634
,D,15.236366
40330,1,10.804992
,2,4.428113
,D,15.233106
40340,1,10.801835
,2,4.427596
,D,15.229431
40350,1,10.798721
,2,4.427083
,D,15.225804
40360,1,10.795651
,2,4.426573
,D,15.222224
40370,1,10.792622
,2,4.426068
,D,15.21869
40380,1,10.789636
,2,4.425566
,D,15.215202
40390,1,10.78669
,2,4.41169
,D,15.19838
40400,1,10.783786
,2,4.399457
,D,15.183243
40410,1,10.780921
,2,4.399123
,D,15.180044
40420,1,10.778096
,2,4.398792
,D,15.176888
40430,1,10.775309
,2,4.398464
,D,15.173773
40440,1,10.772561
,2,4.398138
,D,15.170699
40450,1,10.769851
,2,4.397815
,D,15.167666
40460,1,10.767177
,2,4.397494
,D,15.164672
40470,1,10.764541
,2,4.397176
,D,15.161717
40480,1,10.761893
,2,4.396861
,D,15.158754
40490,1,10.743627
,2,4.396548
,D,15.140175
40500,1,10.731159
,2,4.396238
,D,15.127397
40510,1,10.728555
,2,4.39593
,7,9.99679
,8,9.99652
,9,9.116551
,A,9.918934
,D,15.124485
,F,19.035484
40520,1,10.725985
,2,4.395625
,D,15.12161
40530,1,10.723449
,2,4.395322
,D,15.118771
40540,1,10.720947
,2,4.395021
,D,15.115968
40550,1,10.718478
,2,4.394723
,D,15.113201
40560,1,10.716041
,2,4.394428
,D,15.110469
40570,1,10.713637
,2,4.394135
,D,15.107771
40580,1,10.711264
,2,4.393844
,D,15.105107
40590,1,10.708922
,2,4.393555
,D,15.102477
40600,1,10.706611
,2,4.393269
,D,15.09988
40610,1,10.704331
,2,4.392985
,D,15.097316
40620,1,10.70208
,2,4.392703
,D,15.094783
40630,1,10.699859
,2,4.392424
,D,15.092283
40640,1,10.697667
,2,4.392147
,D,15.089814
40650,1,10.695503
,2,4.391872
,D,15.087375
40660,1,10.693368
,2,4.391599
,D,15.084967
40670,1,10.691261
,2,4.391329
,D,15.08259
40680,1,10.689181
,2,4.391061
,D,15.080241
40690,1,10.687128
,2,4.390794
,D,15.077922
40700,1,10.685102
,2,4.39053
,D,15.075632
40710,1,10.682693
,2,4.390269
,D,15.072962
40720,1,10.680047
,2,4.390009
,D,15.070056
40730,1,10.677432
,2,4.389751
,D,15.067183
40740,1,10.674847
,2,4.389495
,D,15.064343
40750,1,10.672292
,2,4.389242
,D,15.061534
40760,1,10.669767
,2,4.38899
,D,15.058757
40770,1,10.66727
,2,4.388741
,D,15.056011
40780,1,10.664802
,2,4.388494
,D,15.053296
40790,1,10.662363
,2,4.388248
,D,15.050611
40800,1,10.659951
,2,4.388005
,D,15.047956
40810,1,10.657567
,2,4.387763
,7,9.996818
,8,9.996525
,9,9.072427
,A,9.883523
,D,15.04533
,F,18.95595
40820,1,10.655211
,2,4.387523
,D,15.042734
40830,1,10.652881
,2,4.387286
,D,15.040167
40840,1,10.650578
,2,4.38705
,D,15.037628
40850,1,10.648301
,2,4.384332
,D,15.032633
40860,1,10.646049
,2,4.381437
,D,15.027487
40870,1,10.643824
,2,4.378584
,D,15.022408
40880,1,10.641624
,2,4.375773
,D,15.017396
40890,1,10.639448
,2,4.373002
,D,15.01245
40900,1,10.637297
,2,4.37027
,D,15.007568
40910,1,10.635171
,2,4.367579
,D,15.002749
40920,1,10.618335
,2,4.364926
,D,14.983261
40930,1,10.55921
,2,4.362
,D,14.92121
40940,1,10.558231
,2,4.358548
,D,14.916779
40950,1,10.557259
,2,4.35514
,D,14.912399
40960,1,10.556294
,2,4.351778
,D,14.908072
40970,1,10.555335
,2,4.348461
,D,14.903796
40980,1,10.554384
,2,4.345187
,D,14.899571
40990,1,10.55314
,2,4.341957
,D,14.895096
41000,1,10.55181
,2,4.338769
,D,14.890578
41010,1,10.550489
,2,4.335623
,D,14.886111
41020,1,10.549177
,2,4.332518
,D,14.881695
41030,1,10.547873
,2,4.329455
,D,14.877328
41040,1,10.546579
,2,4.326432
,D,14.873011
41050,1,10.545294
,2,4.323449
,D,14.868742
41060,1,10.544017
,2,4.554505
,D,15.098522
41070,1,10.522897
,2,4.551599
,D,15.074496
41080,1,10.52005
,2,4.548732
,D,15.068782
41090,1,10.518971
,2,4.545903
,D,15.064874
41100,1,10.5179
,2,4.54311
,D,15.061011
41110,1,10.516836
,2,4.540355
,7,9.996937
,8,9.996432
,9,9.079928
,A,9.889003
,D,15.057191
,F,18.968931
41120,1,10.515779
,2,4.537635
,D,15.053414
41130,1,10.514729
,2,4.534951
,D,15.049681
41140,1,10.513368
,2,4.532302
,D,15.04567
41150,1,10.51194
,2,4.529688
,D,15.041628
41160,1,10.510521
,2,4.526831
,D,15.037352
41170,1,10.509112
,2,4.523892
,D,15.033004
41180,1,10.507711
,2,4.52099
,D,15.028701
41190,1,10.50632
,2,4.518123
,D,15.024443
41200,1,10.504938
,2,4.507964
,D,15.012902
41210,1,10.503565
,2,4.490951
,D,14.994516
41220,1,10.502201
,2,4.488361
,D,14.990562
41230,1,10.500846
,2,4.485802
,D,14.986648
41240,1,10.499499
,2,4.483275
,D,14.982774
41250,1,10.498161
,2,4.480779
,D,14.97894
41260,1,10.496832
,2,4.478314
,D,14.975146
41270,1,10.495512
,2,4.475879
,D,14.971391
